#{"t_start": 1745336923.4460032, "env_id": "None"}
r,l,t--9772.842641,102,111.851063---1631.600345,102,230.116331-5059.414307,102,343.723725--2891.003393,102,463.257201-4-3406.899887,102,585.977514-2-5550.932765,102,705.43242--2-2003.814841,102,816.83545-24-2165.472305,102,936.17526-2--7659.84514,102,1048.693267-3-4469.223192,102,1154.390134


